parentTconst,seasonNumber,episodeNumber,averageRating,numVotes
tt1094229,14.0,1.0,8.3,1321.0
tt0066684,37.0,9.0,,
tt0066684,37.0,7.0,7.1,11.0
tt0066684,38.0,1.0,8.4,9.0
tt8595140,3.0,3.0,7.3,247.0
tt1199099,1.0,13.0,8.4,1139.0
tt12306692,1.0,1.0,6.4,4658.0
tt0413573,17.0,2.0,8.0,1282.0
tt0907702,2.0,1.0,6.4,960.0
tt0094416,20.0,1.0,6.6,32.0
tt0206501,36.0,2.0,7.1,85.0
tt0206501,36.0,3.0,7.8,40.0
tt0206501,35.0,19.0,7.3,37.0
tt0206501,36.0,1.0,7.7,84.0
tt2039625,6.0,11.0,6.9,106.0
tt0806910,1.0,742.0,6.3,174.0
tt1595859,11.0,2.0,8.1,396.0
tt4326894,5.0,2.0,7.7,377.0
tt9522300,3.0,1.0,8.7,928.0
tt12844722,1.0,10.0,6.0,74.0
tt0388629,1.0,948.0,7.7,1272.0
tt0988824,1.0,86.0,9.0,1495.0
tt0988824,1.0,87.0,9.2,1727.0
tt0388629,1.0,380.0,9.3,3638.0
tt5171438,4.0,1.0,5.9,4092.0
tt0068120,49.0,1.0,,
tt0486531,22.0,5.0,7.3,30.0
tt0285331,7.0,6.0,8.1,1231.0
tt1219024,1.0,5.0,8.0,1854.0
tt0934814,2.0,13.0,8.5,1512.0
tt8596744,2.0,99.0,5.7,15.0
tt6342474,1.0,173.0,7.3,456.0
tt6470478,4.0,2.0,7.3,1376.0
tt7772588,2.0,9.0,8.7,2130.0
tt7772588,2.0,10.0,9.4,4233.0
tt12343534,1.0,5.0,8.2,6360.0
tt6473344,4.0,3.0,7.8,502.0
tt6473344,4.0,4.0,8.4,514.0
tt5555260,5.0,3.0,7.5,1579.0
tt20200486,1.0,13.0,6.7,134.0
tt0098844,19.0,10.0,8.1,345.0
tt1898069,3.0,9.0,8.1,890.0
tt1898069,3.0,10.0,7.2,936.0
tt0066684,18.0,10.0,,
tt0066684,18.0,9.0,,
tt0066684,6.0,11.0,,
tt0066684,18.0,8.0,,
tt0066684,5.0,7.0,,
tt0066684,4.0,28.0,,
tt0066684,2.0,1.0,,
tt6111130,4.0,2.0,7.3,516.0
tt0068120,6.0,101.0,,
tt0068120,6.0,102.0,,
tt0068120,6.0,103.0,,
tt6111130,4.0,3.0,7.1,477.0
tt0068120,6.0,104.0,,
tt6111130,4.0,4.0,6.8,514.0
tt0068120,6.0,105.0,,
tt0068120,6.0,106.0,,
tt0068120,6.0,107.0,,
tt0068120,6.0,108.0,,
tt0068120,6.0,109.0,,
tt0068120,6.0,110.0,,
tt0068120,6.0,111.0,,
tt0068120,6.0,112.0,,
tt0068120,6.0,113.0,,
tt0068120,6.0,114.0,,
tt0068120,6.0,115.0,,
tt0068120,6.0,116.0,,
tt0068120,6.0,117.0,,
tt0068120,6.0,118.0,,
tt0068120,6.0,119.0,,
tt0068120,6.0,120.0,,
tt0068120,6.0,121.0,,
tt0068120,6.0,122.0,,
tt0068120,6.0,123.0,,
tt0068120,6.0,124.0,,
tt0068120,6.0,125.0,,
tt0068120,6.0,126.0,,
tt0068120,6.0,127.0,,
tt0068120,6.0,128.0,,
tt0068120,6.0,129.0,,
tt0068120,6.0,130.0,,
tt0068120,6.0,131.0,,
tt0068120,6.0,132.0,,
tt0068120,6.0,133.0,,
tt0068120,6.0,134.0,,
tt0068120,6.0,135.0,,
tt0068120,6.0,136.0,,
tt0068120,6.0,31.0,,
tt0068120,6.0,32.0,,
tt0068120,6.0,33.0,,
tt0068120,6.0,34.0,,
tt0068120,6.0,35.0,,
tt0068120,6.0,36.0,,
tt0068120,6.0,37.0,,
tt0068120,6.0,38.0,,
tt0068120,6.0,39.0,,
tt0068120,6.0,40.0,,
tt0068120,6.0,41.0,,
tt0068120,6.0,42.0,,
tt0068120,6.0,43.0,,
tt0068120,6.0,44.0,,
tt0068120,6.0,45.0,,
tt0068120,6.0,46.0,,
tt0068120,6.0,47.0,,
tt0068120,6.0,48.0,,
tt0068120,6.0,49.0,,
tt0068120,6.0,50.0,,
tt0068120,6.0,51.0,,
tt0068120,6.0,52.0,,
tt0068120,6.0,53.0,,
tt0068120,6.0,54.0,,
tt0068120,6.0,55.0,,
tt0068120,6.0,56.0,,
tt0068120,6.0,57.0,,
tt0068120,6.0,58.0,,
tt0068120,6.0,59.0,,
tt0068120,6.0,60.0,,
tt0068120,6.0,61.0,,
tt0068120,6.0,62.0,,
tt0068120,6.0,63.0,,
tt0068120,6.0,64.0,,
tt0068120,6.0,65.0,,
tt0068120,6.0,66.0,,
tt0068120,6.0,67.0,,
tt0068120,6.0,68.0,,
tt0068120,6.0,69.0,,
tt0068120,6.0,70.0,,
tt0068120,6.0,71.0,,
tt0068120,6.0,72.0,,
tt0068120,6.0,73.0,,
tt0068120,6.0,74.0,,
tt0068120,6.0,75.0,,
tt0068120,6.0,76.0,,
tt0068120,6.0,77.0,,
tt0068120,6.0,78.0,,
tt0068120,6.0,79.0,,
tt0068120,6.0,80.0,,
tt0068120,6.0,81.0,,
tt0068120,6.0,82.0,,
tt0068120,6.0,83.0,,
tt0068120,6.0,84.0,,
tt0068120,6.0,85.0,,
tt0068120,6.0,86.0,,
tt0068120,6.0,87.0,,
tt0068120,6.0,88.0,,
tt0068120,6.0,89.0,,
tt0068120,6.0,90.0,,
tt0068120,6.0,91.0,,
tt0068120,6.0,92.0,,
tt0068120,6.0,93.0,,
tt0068120,6.0,94.0,,
tt0068120,6.0,95.0,,
tt0068120,6.0,96.0,,
tt0068120,6.0,97.0,,
tt0068120,6.0,98.0,,
tt0068120,6.0,99.0,,
tt0206501,21.0,3.0,8.0,9.0
tt0368530,6.0,15.0,8.2,341.0
tt0368530,6.0,16.0,8.3,385.0
tt0168366,11.0,33.0,6.7,101.0
tt13173144,1.0,1.0,6.6,1085.0
tt4477976,6.0,3.0,7.8,1941.0
tt0972534,2.0,6.0,7.5,411.0
tt7892026,4.0,17.0,,
tt7892026,4.0,19.0,,
tt7892026,4.0,20.0,,
tt7892026,4.0,25.0,,
tt5827228,5.0,2.0,7.4,289.0
tt0068120,6.0,100.0,,
tt0852863,1.0,26.0,8.2,464.0
tt8714904,3.0,1.0,7.6,2365.0
tt12343534,1.0,6.0,8.0,6142.0
tt8596744,2.0,100.0,7.1,23.0
tt13361448,1.0,1.0,7.2,1061.0
tt10986410,3.0,1.0,7.7,7711.0
tt0364845,18.0,2.0,8.6,672.0
tt0806910,1.0,1158.0,5.0,165.0
tt0806910,1.0,728.0,5.6,134.0
tt0066684,19.0,1.0,,
tt0066684,19.0,10.0,,
tt1628033,29.0,5.0,5.0,156.0
tt0068120,6.0,137.0,,
tt0068120,6.0,138.0,,
tt0068120,6.0,139.0,,
tt0068120,6.0,140.0,,
tt0068120,6.0,141.0,,
tt0068120,6.0,142.0,,
tt0068120,6.0,143.0,,
tt0068120,6.0,144.0,,
tt0068120,6.0,145.0,,
tt0068120,6.0,146.0,,
tt0068120,6.0,147.0,,
tt0068120,6.0,148.0,,
tt0068120,6.0,149.0,,
tt0068120,6.0,150.0,,
tt0388629,1.0,381.0,8.2,1131.0
tt0388629,1.0,382.0,6.3,766.0
tt0388629,1.0,383.0,6.4,765.0
tt1561755,11.0,7.0,7.4,704.0
tt0182576,19.0,7.0,7.0,1181.0
tt7053188,4.0,2.0,7.7,966.0
tt0436992,,,7.4,6439.0
tt0279600,8.0,17.0,8.3,1221.0
tt0279600,8.0,16.0,7.8,1098.0
tt12844722,1.0,11.0,6.3,90.0
tt7817340,3.0,2.0,8.2,724.0
tt7817340,3.0,5.0,7.6,634.0
tt7817340,3.0,3.0,8.0,685.0
tt12439466,1.0,17.0,8.7,8005.0
tt12343534,1.0,7.0,9.2,8763.0
tt12343534,1.0,8.0,7.4,6007.0
tt12343534,1.0,9.0,7.9,5806.0
tt5106590,3.0,116.0,9.6,474.0
tt1192169,2.0,9.0,7.8,532.0
tt10691770,1.0,2.0,8.5,1847.0
tt0413573,5.0,11.0,8.1,1302.0
tt0988824,1.0,88.0,8.9,1412.0
tt8788222,4.0,35.0,9.1,34.0
tt8596744,2.0,101.0,6.3,133.0
tt0373732,2.0,15.0,8.5,423.0
tt0168366,11.0,34.0,6.2,113.0
tt1586680,11.0,5.0,7.2,1227.0
tt1586680,11.0,6.0,7.8,1277.0
tt1586680,11.0,7.0,7.8,1272.0
tt1586680,11.0,8.0,7.8,1191.0
tt1586680,11.0,9.0,7.2,1129.0
tt1586680,11.0,10.0,7.4,1169.0
tt1586680,11.0,11.0,8.4,1505.0
tt8788222,4.0,36.0,8.4,22.0
tt11280740,1.0,2.0,8.0,13481.0
tt5555260,5.0,4.0,8.2,1501.0
tt0096697,32.0,9.0,6.3,969.0
tt0096697,32.0,10.0,6.3,1083.0
tt3398540,,,7.3,204.0
tt2771780,6.0,32.0,7.5,111.0
tt0066684,7.0,1.0,8.7,11.0
tt0066684,9.0,1.0,,
tt0066684,8.0,1.0,,
tt0068120,46.0,164.0,,
tt0206501,48.0,1.0,7.6,93.0
tt11280740,1.0,3.0,7.7,12791.0
tt11612120,1.0,1.0,7.1,1411.0
tt6226232,4.0,2.0,7.6,1446.0
tt6226232,4.0,3.0,7.5,1400.0
tt0907683,7.0,2.0,6.3,1418.0
tt1561755,11.0,8.0,7.8,700.0
tt4477976,6.0,4.0,7.8,1917.0
tt0364845,18.0,5.0,8.6,559.0
tt0411008,5.0,6.0,8.4,6461.0
tt0066684,11.0,1.0,,
tt0066684,15.0,7.0,,
tt0066684,14.0,8.0,,
tt0066684,13.0,24.0,,
tt12682218,1.0,1.0,7.9,1833.0
tt6342474,1.0,174.0,7.5,483.0
tt6317068,3.0,4.0,7.8,619.0
tt0159876,37.0,19.0,8.4,301.0
tt11794642,1.0,2.0,7.2,985.0
tt11794642,1.0,3.0,7.4,897.0
tt11794642,1.0,4.0,7.3,815.0
tt11794642,1.0,5.0,7.9,839.0
tt11794642,1.0,6.0,7.3,756.0
tt11794642,1.0,7.0,7.8,737.0
tt11794642,1.0,8.0,7.8,729.0
tt11794642,1.0,9.0,8.0,777.0
tt11794642,1.0,10.0,6.9,665.0
tt12439466,1.0,18.0,8.6,7990.0
tt0066684,17.0,24.0,,
tt0066684,21.0,7.0,,
tt0066684,20.0,1.0,,
tt0168366,23.0,32.0,7.9,119.0
tt0168366,23.0,33.0,7.1,96.0
tt0168366,23.0,34.0,7.7,121.0
tt0168366,23.0,36.0,7.6,95.0
tt0168366,23.0,37.0,8.2,147.0
tt0168366,23.0,38.0,7.5,95.0
tt0168366,23.0,39.0,8.0,101.0
tt0168366,23.0,40.0,7.8,98.0
tt0168366,23.0,41.0,4.9,110.0
tt0168366,23.0,42.0,7.9,112.0
tt0168366,23.0,43.0,7.9,114.0
tt0168366,23.0,44.0,8.0,124.0
tt0168366,23.0,45.0,8.4,133.0
tt0168366,23.0,46.0,8.1,148.0
tt0168366,23.0,47.0,7.0,91.0
tt1628033,12.0,6.0,8.4,308.0
tt1628033,12.0,7.0,8.0,263.0
tt11280740,1.0,4.0,8.2,12805.0
tt0413573,17.0,3.0,7.6,1047.0
tt0364845,18.0,3.0,7.7,526.0
tt0364845,18.0,4.0,7.9,536.0
tt0411008,5.0,8.0,8.9,7404.0
tt0066684,22.0,14.0,,
tt0066684,23.0,1.0,,
tt0066684,24.0,1.0,,
tt0066684,22.0,13.0,,
tt0988824,1.0,89.0,7.5,798.0
tt6470478,4.0,4.0,7.4,1080.0
tt7772588,2.0,2.0,7.3,1890.0
tt7772588,2.0,5.0,7.4,1716.0
tt8595140,3.0,4.0,7.2,251.0
tt7678620,2.0,37.0,8.9,529.0
tt7678620,2.0,38.0,8.2,416.0
tt7678620,2.0,41.0,8.4,445.0
tt7678620,2.0,42.0,8.6,523.0
tt7678620,2.0,43.0,8.4,449.0
tt7678620,2.0,44.0,8.8,508.0
tt7678620,2.0,45.0,8.8,511.0
tt0068120,6.0,151.0,,
tt0068120,6.0,152.0,,
tt0068120,6.0,153.0,,
tt0068120,6.0,154.0,,
tt0068120,6.0,155.0,,
tt3502248,7.0,3.0,8.0,1213.0
tt3502248,7.0,4.0,8.4,1217.0
tt3502248,7.0,5.0,8.3,1208.0
tt3502248,7.0,6.0,8.6,1233.0
tt3502248,7.0,7.0,8.5,1208.0
tt3502248,7.0,8.0,8.8,1588.0
tt6111130,4.0,8.0,7.2,520.0
tt7678620,2.0,47.0,8.1,432.0
tt11280740,1.0,5.0,7.7,12203.0
tt11280740,1.0,6.0,7.9,12043.0
tt11280740,1.0,7.0,8.9,15007.0
tt11280740,1.0,8.0,8.9,14697.0
tt11280740,1.0,9.0,9.7,32378.0
tt7678620,2.0,35.0,8.9,547.0
tt7678620,2.0,36.0,8.0,385.0
tt7678620,2.0,39.0,8.8,583.0
tt0388629,1.0,949.0,9.1,3022.0
tt0388629,1.0,950.0,8.9,2858.0
tt0121220,1.0,116.0,7.1,1326.0
tt0121220,1.0,115.0,7.0,1334.0
tt0121220,1.0,117.0,6.5,1321.0
tt12844722,1.0,12.0,6.4,75.0
tt7588054,3.0,2.0,7.6,187.0
tt0094416,23.0,101.0,7.8,22.0
tt7678620,2.0,50.0,9.6,2313.0
tt8050756,2.0,1.0,8.1,1422.0
tt8595140,3.0,5.0,7.0,250.0
tt8595140,3.0,6.0,7.3,252.0
tt8595140,3.0,7.0,7.4,231.0
tt8595140,3.0,8.0,7.2,231.0
tt8595140,3.0,10.0,7.0,233.0
tt8595140,3.0,9.0,7.1,220.0
tt8595140,3.0,11.0,7.4,223.0
tt8595140,3.0,12.0,6.8,228.0
tt8595140,3.0,14.0,7.3,216.0
tt8595140,3.0,13.0,7.0,218.0
tt8595140,3.0,15.0,7.4,221.0
tt8595140,3.0,17.0,7.3,206.0
tt8595140,3.0,16.0,7.7,217.0
tt8595140,3.0,18.0,7.8,227.0
tt8595140,3.0,19.0,7.3,198.0
tt7942796,3.0,2.0,7.7,489.0
tt0364845,18.0,6.0,7.9,567.0
tt0068120,6.0,156.0,,
tt0068120,6.0,157.0,,
tt0068120,6.0,158.0,,
tt0068120,6.0,159.0,,
tt0068120,6.0,160.0,,
tt0068120,6.0,161.0,,
tt0068120,6.0,162.0,,
tt0068120,6.0,163.0,,
tt0068120,6.0,164.0,,
tt0068120,6.0,165.0,,
tt0068120,6.0,166.0,,
tt0068120,6.0,167.0,,
tt0068120,6.0,168.0,,
tt0068120,6.0,169.0,,
tt0068120,6.0,170.0,,
tt0068120,6.0,171.0,,
tt0068120,6.0,172.0,,
tt0068120,6.0,173.0,,
tt0068120,6.0,174.0,,
tt0068120,6.0,175.0,,
tt0068120,6.0,176.0,,
tt0068120,6.0,177.0,,
tt0068120,6.0,178.0,,
tt0068120,6.0,179.0,,
tt0068120,6.0,180.0,,
tt0068120,6.0,181.0,,
tt0068120,6.0,182.0,,
tt0068120,6.0,183.0,,
tt0068120,6.0,184.0,,
tt0068120,6.0,185.0,,
tt0068120,6.0,186.0,,
tt0068120,6.0,187.0,,
tt0068120,6.0,188.0,,
tt0068120,6.0,189.0,,
tt0068120,6.0,190.0,,
tt0068120,6.0,191.0,,
tt0068120,6.0,192.0,,
tt0068120,6.0,193.0,,
tt0068120,6.0,194.0,,
tt2771780,6.0,33.0,6.7,84.0
tt0068120,6.0,195.0,,
tt0068120,6.0,196.0,,
tt0068120,6.0,197.0,,
tt0068120,6.0,198.0,,
tt0068120,6.0,199.0,,
tt0068120,6.0,200.0,,
tt0401747,18.0,1.0,4.2,34.0
tt5574490,5.0,7.0,7.3,440.0
tt5574490,5.0,8.0,8.0,447.0
tt5574490,5.0,9.0,7.6,431.0
tt8596744,2.0,102.0,7.9,80.0
tt7587890,3.0,2.0,6.4,2537.0
tt7587890,3.0,3.0,6.3,2522.0
tt7587890,3.0,4.0,6.7,2142.0
tt7587890,3.0,5.0,7.8,2063.0
tt7587890,3.0,6.0,6.6,2163.0
tt7587890,3.0,7.0,4.5,3797.0
tt7587890,3.0,8.0,7.5,1625.0
tt7587890,3.0,9.0,7.5,1769.0
tt7587890,3.0,10.0,7.8,1545.0
tt7587890,3.0,11.0,7.5,1694.0
tt7587890,3.0,12.0,7.6,1489.0
tt7587890,3.0,13.0,7.9,1514.0
tt7587890,3.0,14.0,8.2,1761.0
tt6111130,4.0,7.0,7.6,450.0
tt6342474,1.0,175.0,8.8,1283.0
tt2741602,8.0,3.0,6.5,1826.0
tt9184986,2.0,1.0,6.8,651.0
tt1312171,3.0,1.0,7.6,4518.0
tt1312171,3.0,2.0,6.8,4420.0
tt1312171,3.0,3.0,7.6,3514.0
tt1312171,3.0,4.0,7.6,3348.0
tt1312171,3.0,5.0,7.4,3273.0
tt1312171,3.0,6.0,7.3,2881.0
tt1312171,3.0,7.0,7.7,3068.0
tt1312171,3.0,8.0,7.1,3386.0
tt1312171,3.0,9.0,7.7,3096.0
tt1312171,3.0,10.0,7.3,3741.0
tt0098844,19.0,11.0,7.5,284.0
tt0098844,19.0,12.0,7.6,302.0
tt0098844,19.0,13.0,7.2,286.0
tt0098844,19.0,14.0,7.1,276.0
tt0098844,19.0,15.0,7.2,262.0
tt0098844,19.0,16.0,7.5,275.0
tt0098844,19.0,17.0,7.7,283.0
tt0098844,19.0,18.0,7.6,277.0
tt0098844,19.0,19.0,7.6,267.0
tt0098844,19.0,20.0,7.6,268.0
tt0098844,19.0,21.0,8.1,338.0
tt0098844,19.0,22.0,8.2,327.0
tt8788222,4.0,37.0,8.7,22.0
tt7441658,3.0,52.0,7.6,583.0
tt2177268,1.0,8.0,7.0,460.0
tt2177268,1.0,3.0,7.3,777.0
tt2177268,1.0,4.0,6.8,733.0
tt2177268,1.0,5.0,6.6,673.0
tt2177268,1.0,6.0,7.0,551.0
tt2177268,1.0,7.0,7.4,554.0
tt2177268,1.0,9.0,6.2,554.0
tt2177268,1.0,10.0,6.9,391.0
tt5574490,5.0,10.0,8.2,460.0
tt7529770,3.0,1.0,7.0,427.0
tt8111088,3.0,2.0,8.2,19713.0
tt5555260,5.0,5.0,8.0,1442.0
tt5555260,5.0,6.0,8.9,2277.0
tt1043813,3.0,10.0,7.0,1516.0
tt8962124,2.0,1.0,6.8,1357.0
tt8596744,2.0,103.0,6.0,11.0
tt1561755,11.0,9.0,6.9,694.0
tt0182576,19.0,8.0,5.9,1176.0
tt0094416,33.0,2.0,8.0,74.0
tt7053188,4.0,3.0,7.9,980.0
tt3909224,5.0,1.0,7.3,563.0
tt12844722,1.0,13.0,6.1,68.0
tt13444912,1.0,1.0,7.2,1796.0
tt13444912,1.0,2.0,7.3,1505.0
tt5574490,5.0,11.0,8.1,422.0
tt7441658,4.0,1.0,7.5,908.0
tt0988824,1.0,90.0,6.7,649.0
tt7678620,2.0,40.0,7.8,403.0
tt7678620,2.0,34.0,7.7,420.0
tt4667888,4.0,1.0,7.2,361.0
tt11242246,1.0,1.0,6.7,1212.0
tt7491982,3.0,2.0,8.0,510.0
tt0458290,1.0,14.0,7.4,4828.0
tt0458290,1.0,13.0,7.3,4868.0
tt0806910,1.0,729.0,6.7,152.0
tt0806910,1.0,730.0,6.2,118.0
tt1628033,12.0,8.0,9.4,1380.0
tt0206512,13.0,4.0,5.0,477.0
tt0907702,2.0,3.0,6.1,787.0
tt0907702,2.0,2.0,6.2,778.0
tt0907702,2.0,4.0,6.3,767.0
tt0413573,17.0,4.0,7.7,1102.0
tt0436992,13.0,1.0,6.7,5273.0
tt0458290,1.0,12.0,6.9,4873.0
tt0458290,1.0,15.0,7.5,4902.0
tt1219024,1.0,7.0,8.0,1817.0
tt10332508,2.0,1.0,8.5,1075.0
tt3066242,8.0,2.0,7.6,274.0
tt0118401,22.0,2.0,7.3,712.0
tt9612516,2.0,1.0,6.9,1147.0
tt6473344,4.0,5.0,8.1,505.0
tt0436992,13.0,2.0,7.0,4360.0
tt7817340,3.0,4.0,7.6,694.0
tt6342474,1.0,176.0,7.1,412.0
tt12439466,1.0,19.0,8.7,7991.0
tt0098844,19.0,8.0,8.1,318.0
tt8722888,2.0,2.0,7.6,862.0
tt0388629,1.0,384.0,7.3,846.0
tt0436992,13.0,3.0,5.9,4050.0
tt0436992,13.0,4.0,7.7,4436.0
tt0436992,13.0,5.0,6.1,3741.0
tt0436992,13.0,6.0,5.3,3868.0
tt0436992,,,6.7,3944.0
tt0436992,,,4.5,3720.0
tt0806910,1.0,1145.0,7.0,288.0
tt0388629,1.0,951.0,8.2,1868.0
tt0094416,21.0,4.0,7.5,38.0
tt0094416,20.0,3.0,7.5,23.0
tt0094416,20.0,5.0,7.4,24.0
tt0094416,20.0,6.0,7.5,22.0
tt0094416,20.0,8.0,7.4,27.0
tt0094416,20.0,13.0,7.3,63.0
tt0094416,20.0,14.0,7.1,58.0
tt0094416,21.0,3.0,7.6,112.0
tt8080122,2.0,2.0,8.2,558.0
tt8080122,2.0,3.0,8.3,539.0
tt0094416,21.0,2.0,7.9,122.0
tt8080122,2.0,4.0,8.4,538.0
tt8080122,2.0,5.0,8.1,514.0
tt8080122,2.0,6.0,8.4,520.0
tt0094416,21.0,1.0,7.8,152.0
tt8080122,2.0,7.0,8.1,472.0
tt8080122,2.0,8.0,8.5,476.0
tt8080122,2.0,9.0,8.5,468.0
tt6470478,4.0,5.0,7.5,1078.0
tt1213404,1.0,17.0,6.8,168.0
tt1235099,1.0,3.0,7.6,1294.0
tt0066684,26.0,11.0,,
tt0066684,25.0,15.0,,
tt0066684,25.0,4.0,,
tt0066684,27.0,1.0,,
tt8596744,2.0,104.0,7.7,53.0
tt8788222,4.0,38.0,8.7,20.0
tt3066242,8.0,3.0,7.9,283.0
tt3066242,8.0,4.0,7.9,282.0
tt3066242,8.0,5.0,8.5,283.0
tt3066242,8.0,6.0,8.3,278.0
tt8596744,2.0,105.0,5.6,37.0
tt13365348,1.0,1.0,7.5,2099.0
tt13365348,1.0,2.0,7.4,1704.0
tt13365348,1.0,3.0,7.4,1578.0
tt13365348,1.0,4.0,7.9,1647.0
tt13365348,1.0,5.0,7.6,1464.0
tt13365348,1.0,6.0,7.6,1403.0
tt13365348,1.0,7.0,7.3,1417.0
tt13365348,1.0,8.0,7.2,1480.0
tt8596744,2.0,106.0,6.2,28.0
tt8788222,,,7.6,11.0
tt0066684,29.0,1.0,,
tt0066684,35.0,13.0,,
tt0066684,28.0,1.0,,
tt0066684,31.0,2.0,,
tt0066684,28.0,2.0,,
tt0168366,11.0,35.0,7.2,98.0
tt0168366,11.0,37.0,7.3,98.0
tt0168366,11.0,36.0,7.5,97.0
tt0455275,4.0,18.0,7.4,3913.0
tt0455275,4.0,17.0,7.5,4007.0
tt8543390,2.0,7.0,5.7,1277.0
tt8543390,2.0,5.0,5.7,1479.0
tt8543390,2.0,4.0,5.7,1597.0
tt0108941,1.0,3.0,7.0,860.0
tt0108941,1.0,2.0,7.2,917.0
tt0108941,1.0,1.0,7.5,1067.0
tt7053188,4.0,4.0,7.6,953.0
tt7053188,4.0,5.0,8.0,1223.0
tt0108941,1.0,4.0,6.9,870.0
tt8596744,2.0,107.0,5.2,8.0
tt0486531,12.0,15.0,7.6,65.0
tt6226232,4.0,4.0,7.5,1420.0
tt6226232,4.0,5.0,7.4,1366.0
tt4477976,6.0,7.0,7.8,1803.0
tt6470478,4.0,6.0,7.4,1141.0
tt7053188,4.0,6.0,7.7,1036.0
tt0413573,17.0,5.0,7.2,1093.0
tt0413573,17.0,6.0,6.8,1061.0
tt0413573,17.0,7.0,7.3,1057.0
tt5057054,3.0,2.0,7.5,2591.0
tt5057054,3.0,3.0,7.6,2489.0
tt5057054,3.0,4.0,7.5,2356.0
tt3007572,2.0,3.0,7.8,1290.0
tt0159876,37.0,2.0,,
tt0159876,37.0,4.0,,
tt0159876,37.0,7.0,,
tt0159876,37.0,6.0,,
tt0159876,37.0,3.0,9.0,42.0
tt0159876,37.0,1.0,8.6,18.0
tt1094229,2.0,10.0,8.4,250.0
tt8369840,2.0,2.0,6.8,487.0
tt1561755,11.0,10.0,7.6,660.0
tt0182576,19.0,9.0,7.0,1092.0
tt6045840,4.0,2.0,6.3,367.0
tt6045840,4.0,3.0,6.6,360.0
tt6045840,4.0,4.0,6.6,356.0
tt6045840,4.0,5.0,6.6,362.0
tt6045840,4.0,6.0,6.4,362.0
tt6045840,4.0,8.0,6.6,325.0
tt6045840,4.0,9.0,6.5,328.0
tt6045840,4.0,10.0,6.5,317.0
tt6045840,4.0,11.0,6.8,319.0
tt6045840,4.0,12.0,7.1,320.0
tt6045840,4.0,13.0,7.1,371.0
tt11006642,1.0,2.0,7.6,2870.0
tt0972534,2.0,7.0,8.2,514.0
tt8369840,2.0,3.0,6.9,454.0
tt4655480,6.0,3.0,7.7,329.0
tt2771780,6.0,34.0,5.3,71.0
tt12439466,1.0,20.0,8.7,7972.0
tt7678620,2.0,51.0,8.6,431.0
tt0806910,1.0,1146.0,7.0,333.0
tt0806910,1.0,1147.0,6.7,309.0
tt0806910,1.0,1148.0,5.8,275.0
tt0068120,37.0,70.0,,
tt1399045,5.0,2.0,7.8,599.0
tt2805096,8.0,3.0,8.5,591.0
tt2261391,9.0,3.0,7.7,407.0
tt6342474,1.0,177.0,6.7,400.0
tt1118804,2.0,15.0,8.6,404.0
tt1118804,2.0,14.0,8.3,371.0
tt1119644,1.0,14.0,8.6,2836.0
tt11639952,1.0,10.0,8.2,2995.0
tt5827228,5.0,4.0,7.5,267.0
tt8596744,2.0,108.0,7.4,69.0
tt5106590,3.0,117.0,,
tt0096697,32.0,11.0,7.1,1212.0
tt2250192,2.0,0.0,7.2,230.0
tt0988824,1.0,91.0,6.7,549.0
tt3230854,6.0,1.0,7.6,2834.0
tt6342474,1.0,178.0,8.4,795.0
tt3837246,,,7.8,53.0
tt0401747,18.0,2.0,3.1,28.0
tt0401747,18.0,3.0,3.8,29.0
tt1235099,1.0,2.0,7.6,1485.0
tt0411008,5.0,9.0,8.4,6196.0
tt0168366,11.0,38.0,7.3,99.0
tt7491982,3.0,3.0,8.1,613.0
tt11639952,1.0,8.0,7.5,1391.0
tt1094229,2.0,12.0,8.2,218.0
tt1094229,2.0,11.0,7.9,232.0
tt0312172,7.0,12.0,7.9,1301.0
tt0976192,2.0,1.0,8.3,2127.0
tt0972534,2.0,8.0,7.2,341.0
tt12439466,1.0,21.0,8.8,7992.0
tt8788222,4.0,39.0,8.8,27.0
tt0168366,9.0,26.0,7.7,121.0
tt0168366,9.0,27.0,8.1,128.0
tt0168366,9.0,23.0,6.6,106.0
tt0388629,1.0,952.0,8.7,2175.0
tt8788222,4.0,40.0,8.4,21.0
tt0368530,6.0,18.0,8.0,366.0
tt0388629,1.0,953.0,8.6,2265.0
tt12844722,1.0,14.0,6.0,67.0
tt0863046,2.0,6.0,8.3,648.0
tt0863046,2.0,7.0,8.2,631.0
tt0098844,19.0,9.0,8.4,337.0
tt0368530,6.0,17.0,8.4,394.0
tt1135300,1.0,11.0,8.6,1010.0
tt1135300,1.0,10.0,7.7,972.0
tt1135300,1.0,9.0,8.6,980.0
tt1135300,1.0,8.0,8.2,997.0
tt0068120,49.0,10.0,,
tt0068120,49.0,11.0,,
tt0068120,49.0,12.0,,
tt0068120,49.0,13.0,,
tt0388629,1.0,385.0,7.5,999.0
tt1118804,2.0,16.0,9.4,724.0
tt0235918,3.0,2.0,7.2,242.0
tt13406036,1.0,2.0,5.6,1445.0
tt13406036,1.0,1.0,5.6,1857.0
tt13406036,1.0,3.0,5.6,1541.0
tt13111040,1.0,1.0,8.2,2019.0
tt13111040,1.0,2.0,8.2,1725.0
tt13111040,1.0,3.0,8.3,1632.0
tt13111040,1.0,4.0,8.5,1597.0
tt13111040,1.0,5.0,8.5,1576.0
tt13111040,1.0,6.0,8.5,1529.0
tt13111040,1.0,7.0,8.7,1530.0
