parentTconst,seasonNumber,episodeNumber,averageRating,numVotes
tt0367279,3.0,5.0,8.7,2664.0
tt0367279,1.0,8.0,8.0,3098.0
tt0367279,1.0,21.0,8.5,2780.0
tt0367279,3.0,4.0,8.1,2449.0
tt0367279,2.0,11.0,8.3,2464.0
tt0367279,1.0,10.0,9.0,3926.0
tt0367279,1.0,1.0,8.1,4622.0
tt0367279,3.0,7.0,7.9,2313.0
tt0367279,1.0,11.0,8.2,3041.0
tt0367279,2.0,8.0,8.0,2460.0
tt0367279,2.0,10.0,8.3,2638.0
tt0367279,2.0,18.0,8.9,2617.0
tt0367279,3.0,9.0,8.6,2621.0
tt0367279,2.0,5.0,8.5,2617.0
tt0367279,1.0,14.0,8.5,3063.0
tt0367279,2.0,17.0,8.5,2452.0
tt0367279,1.0,15.0,8.1,2855.0
tt0367279,1.0,9.0,8.3,3051.0
tt0367279,2.0,7.0,8.1,2506.0
tt0367279,3.0,2.0,8.2,2477.0
tt0367279,3.0,1.0,8.5,2509.0
tt0367279,2.0,14.0,8.5,2524.0
tt0367279,3.0,6.0,8.5,2492.0
tt0367279,2.0,1.0,8.7,2831.0
tt0367279,2.0,2.0,8.5,2750.0
tt0367279,2.0,15.0,8.6,2563.0
tt0367279,1.0,2.0,8.4,4045.0
tt0367279,1.0,6.0,8.0,3220.0
tt0367279,1.0,20.0,7.9,2704.0
tt0417299,2.0,5.0,7.3,6112.0
tt0417299,2.0,14.0,8.6,6147.0
tt0417299,1.0,6.0,7.7,6962.0
tt0417299,1.0,10.0,7.6,6801.0
tt0417299,1.0,4.0,8.0,7219.0
tt0417299,1.0,16.0,8.4,6503.0
tt0417299,1.0,14.0,7.7,6479.0
tt0417299,1.0,17.0,7.8,6303.0
tt0417299,1.0,19.0,9.3,7864.0
tt0417299,1.0,18.0,8.6,6534.0
tt0417299,2.0,7.0,9.5,9650.0
tt0105946,3.0,3.0,7.4,759.0
tt0105946,2.0,4.0,7.2,851.0
tt0105946,3.0,13.0,7.0,823.0
tt0105946,2.0,8.0,7.7,862.0
tt0105946,2.0,6.0,7.1,830.0
tt0105946,5.0,10.0,7.1,580.0
tt0105946,5.0,4.0,7.8,762.0
tt0105946,1.0,18.0,7.8,916.0
tt0105946,1.0,19.0,8.0,912.0
tt0105946,2.0,12.0,7.6,855.0
tt0105946,2.0,11.0,7.5,828.0
tt0105946,5.0,16.0,8.5,608.0
tt0105946,2.0,15.0,7.8,869.0
tt0105946,3.0,20.0,8.4,856.0
tt0105946,1.0,8.0,7.9,1063.0
tt0105946,4.0,9.0,7.8,733.0
tt0105946,1.0,20.0,8.5,1012.0
tt0105946,1.0,10.0,7.1,1042.0
tt0105946,4.0,19.0,8.8,753.0
tt0105946,1.0,3.0,7.0,1126.0
tt0105946,1.0,12.0,7.2,933.0
tt0105946,3.0,11.0,7.9,804.0
tt0105946,1.0,22.0,8.6,999.0
tt0105946,2.0,21.0,8.0,962.0
tt0105946,2.0,18.0,7.9,845.0
tt0105946,4.0,12.0,7.3,654.0
tt0105946,3.0,2.0,7.4,805.0
tt0105946,5.0,15.0,7.9,564.0
tt0105946,5.0,8.0,7.8,724.0
tt0105946,1.0,9.0,7.5,996.0
tt0105946,2.0,19.0,8.2,856.0
tt0105946,3.0,6.0,8.1,823.0
tt0105946,4.0,20.0,9.2,913.0
tt0105946,4.0,7.0,7.8,707.0
tt0105946,3.0,7.0,6.8,771.0
tt0105946,1.0,16.0,7.2,898.0
tt0105946,4.0,4.0,8.4,762.0
tt0105946,2.0,10.0,7.3,906.0
tt0105946,1.0,15.0,6.6,908.0
tt0105946,3.0,19.0,6.6,799.0
tt0105946,2.0,13.0,7.4,807.0
tt0105946,5.0,9.0,7.2,577.0
tt0105946,2.0,16.0,8.9,963.0
tt0105946,1.0,4.0,6.4,1065.0
tt0105946,3.0,15.0,8.7,847.0
tt0105946,4.0,18.0,8.3,795.0
tt0105946,4.0,6.0,8.9,841.0
tt0105946,2.0,17.0,7.2,791.0
tt0105946,5.0,5.0,6.9,597.0
tt0105946,1.0,17.0,7.1,848.0
tt0105946,4.0,11.0,7.5,671.0
tt0105946,3.0,1.0,8.3,858.0
tt0105946,5.0,14.0,7.4,558.0
tt0105946,3.0,8.0,8.6,878.0
tt0105946,1.0,1.0,7.1,1305.0
tt0105946,1.0,6.0,7.6,1077.0
tt0105946,4.0,14.0,8.2,691.0
tt0105946,5.0,17.0,8.6,623.0
tt0105946,5.0,1.0,7.1,637.0
tt0105946,4.0,15.0,9.0,786.0
tt0105946,5.0,21.0,8.0,598.0
tt0105946,5.0,20.0,8.0,589.0
tt0105946,3.0,4.0,8.2,958.0
tt0105946,5.0,11.0,6.9,571.0
tt0105946,3.0,9.0,9.1,989.0
tt0105946,2.0,1.0,7.7,899.0
tt0105946,4.0,10.0,7.4,683.0
tt0105946,2.0,2.0,7.7,873.0
tt0105946,4.0,21.0,8.5,741.0
tt0105946,4.0,13.0,7.9,686.0
tt0105946,5.0,7.0,6.5,585.0
tt0105946,3.0,10.0,9.6,1419.0
tt0105946,3.0,21.0,8.5,793.0
tt0105946,3.0,14.0,8.3,840.0
tt0105946,3.0,12.0,7.5,807.0
tt0105946,1.0,13.0,8.3,1038.0
tt0105946,5.0,22.0,9.2,1103.0
tt0105946,1.0,2.0,6.8,1216.0
tt0105946,2.0,7.0,7.3,873.0
tt0105946,5.0,6.0,6.7,596.0
tt0105946,1.0,11.0,6.8,903.0
tt0105946,1.0,14.0,5.8,965.0
tt0105946,2.0,9.0,9.1,1122.0
tt0105946,5.0,13.0,7.5,616.0
tt0105946,4.0,22.0,7.6,881.0
tt0105946,4.0,16.0,7.5,682.0
tt0105946,4.0,17.0,8.6,748.0
tt0105946,5.0,18.0,8.9,667.0
tt0105946,2.0,22.0,9.1,994.0
tt0105946,2.0,3.0,7.7,907.0
tt0105946,4.0,1.0,8.2,783.0
tt0105946,4.0,8.0,7.6,763.0
tt0105946,2.0,5.0,6.7,846.0
tt0105946,4.0,5.0,9.0,839.0
tt0105946,2.0,20.0,9.2,1028.0
tt0105946,5.0,3.0,7.3,601.0
tt0105946,1.0,5.0,7.3,1057.0
tt0105946,1.0,21.0,7.3,883.0
tt0105946,5.0,12.0,7.4,562.0
tt0105946,4.0,3.0,8.4,760.0
tt0105946,5.0,2.0,7.8,669.0
tt0105946,1.0,7.0,6.8,1005.0
tt0105946,5.0,19.0,7.9,576.0
tt0105946,2.0,14.0,7.3,795.0
tt0105946,3.0,5.0,7.9,827.0
tt0105946,3.0,18.0,7.2,789.0
tt0105946,3.0,16.0,9.1,1041.0
tt0105946,3.0,17.0,9.4,1084.0
tt0105946,4.0,2.0,8.2,777.0
tt0105946,3.0,22.0,9.4,1112.0
tt0147746,1.0,12.0,8.0,733.0
tt0147746,2.0,26.0,8.1,581.0
tt0147746,2.0,22.0,7.9,594.0
tt0147746,2.0,17.0,7.2,569.0
tt0147746,1.0,13.0,8.2,738.0
tt0147746,2.0,12.0,7.9,613.0
tt0147746,3.0,9.0,7.2,526.0
tt0147746,3.0,4.0,7.4,544.0
tt0147746,1.0,3.0,7.8,844.0
tt0147746,2.0,6.0,7.6,639.0
tt0147746,3.0,12.0,7.5,534.0
tt0147746,1.0,8.0,7.9,795.0
tt0147746,1.0,11.0,7.9,734.0
tt0147746,2.0,2.0,7.7,737.0
tt0147746,2.0,14.0,8.3,629.0
tt0147746,2.0,15.0,7.7,593.0
tt0147746,1.0,4.0,7.1,810.0
tt0147746,1.0,6.0,7.2,785.0
tt0147746,2.0,5.0,7.7,640.0
tt0147746,2.0,8.0,7.7,631.0
tt0147746,3.0,3.0,8.0,558.0
tt0147746,2.0,3.0,6.9,640.0
tt0147746,3.0,1.0,7.5,579.0
tt0147746,2.0,23.0,6.4,567.0
tt0147746,2.0,4.0,7.7,657.0
tt0147746,1.0,5.0,8.5,887.0
tt0147746,2.0,10.0,7.5,611.0
tt0147746,2.0,7.0,7.5,642.0
tt0147746,3.0,5.0,8.6,701.0
tt0147746,2.0,24.0,7.3,561.0
tt0147746,2.0,21.0,7.4,571.0
tt0147746,2.0,9.0,6.9,619.0
tt0147746,1.0,1.0,8.4,1094.0
tt0147746,1.0,2.0,8.4,1012.0
tt0147746,2.0,11.0,7.4,603.0
tt0147746,1.0,7.0,8.1,786.0
tt0147746,2.0,18.0,8.4,1095.0
tt0147746,3.0,6.0,7.5,539.0
tt0147746,1.0,10.0,7.8,728.0
tt0147746,2.0,1.0,8.0,1478.0
tt0147746,2.0,13.0,7.0,603.0
tt0147746,3.0,7.0,8.6,660.0
tt0147746,3.0,8.0,8.8,660.0
tt0147746,3.0,10.0,7.5,519.0
tt0147746,3.0,11.0,7.7,532.0
tt0147746,2.0,19.0,7.6,608.0
tt0147746,2.0,16.0,7.5,584.0
tt0147746,1.0,9.0,7.4,742.0
tt0147746,3.0,13.0,8.0,551.0
tt0147746,3.0,2.0,7.3,550.0
tt0147746,2.0,25.0,7.6,560.0
tt0147746,2.0,20.0,7.6,577.0
tt0059968,1.0,10.0,7.0,629.0
tt0059968,3.0,5.0,7.1,378.0
tt0059968,2.0,51.0,8.1,511.0
tt0059968,1.0,11.0,7.5,623.0
tt0059968,2.0,46.0,7.0,384.0
tt0059968,2.0,13.0,8.0,483.0
tt0059968,2.0,6.0,7.1,437.0
tt0059968,2.0,50.0,8.1,405.0
tt0059968,1.0,6.0,7.6,752.0
tt0059968,1.0,34.0,7.4,500.0
tt0059968,1.0,26.0,7.5,527.0
tt0059968,1.0,14.0,7.2,594.0
tt0059968,2.0,45.0,7.1,393.0
tt0059968,2.0,52.0,7.9,462.0
tt0059968,2.0,54.0,7.6,363.0
tt0059968,1.0,20.0,8.0,640.0
tt0059968,2.0,49.0,7.9,404.0
tt0059968,3.0,14.0,7.1,403.0
tt0059968,2.0,56.0,6.9,365.0
tt0059968,2.0,25.0,7.1,438.0
tt0059968,1.0,31.0,7.7,535.0
tt0059968,2.0,20.0,7.5,426.0
tt0059968,2.0,18.0,7.9,453.0
tt0059968,3.0,1.0,7.9,470.0
tt0059968,1.0,3.0,7.5,828.0
tt0059968,1.0,33.0,7.5,505.0
tt0059968,2.0,58.0,8.0,373.0
tt0059968,1.0,24.0,7.5,530.0
tt0059968,2.0,19.0,7.6,438.0
tt0059968,1.0,16.0,7.6,607.0
tt0059968,1.0,1.0,7.8,1183.0
tt0059968,2.0,17.0,8.0,463.0
tt0059968,1.0,18.0,7.6,608.0
tt0059968,2.0,3.0,7.8,489.0
tt0059968,3.0,9.0,7.0,367.0
tt0059968,3.0,23.0,7.9,365.0
tt0059968,2.0,59.0,7.5,392.0
tt0059968,1.0,7.0,7.4,726.0
tt0059968,2.0,26.0,7.1,415.0
tt0059968,2.0,53.0,7.5,381.0
tt0059968,3.0,7.0,6.9,393.0
tt0059968,3.0,18.0,6.5,357.0
tt0059968,2.0,10.0,7.6,467.0
tt0059968,2.0,24.0,7.0,409.0
tt0059968,2.0,23.0,7.3,425.0
tt0059968,3.0,26.0,6.9,365.0
tt0059968,3.0,19.0,5.7,467.0
tt0059968,1.0,22.0,7.6,545.0
tt0059968,2.0,42.0,7.6,387.0
tt0059968,2.0,43.0,7.3,374.0
tt0059968,3.0,20.0,7.0,355.0
tt0059968,2.0,44.0,7.4,378.0
tt0059968,2.0,57.0,7.9,406.0
tt0059968,1.0,8.0,7.2,689.0
tt0059968,3.0,2.0,7.4,412.0
tt0059968,2.0,41.0,8.4,483.0
tt0059968,2.0,1.0,6.7,491.0
tt0059968,1.0,2.0,7.6,982.0
tt0059968,3.0,10.0,7.6,480.0
tt0059968,2.0,40.0,8.4,516.0
tt0059968,2.0,30.0,8.0,446.0
tt0059968,2.0,28.0,7.6,410.0
tt0059968,2.0,55.0,7.0,390.0
tt0059968,3.0,13.0,6.9,373.0
tt0059968,1.0,29.0,7.8,563.0
tt0059968,2.0,4.0,7.9,489.0
tt0059968,2.0,29.0,8.0,450.0
tt0059968,2.0,34.0,7.5,422.0
tt0059968,2.0,12.0,7.1,428.0
tt0059968,2.0,11.0,7.2,440.0
tt0059968,2.0,35.0,7.3,395.0
tt0059968,1.0,27.0,7.5,526.0
tt0059968,2.0,16.0,7.2,429.0
tt0059968,2.0,15.0,7.4,454.0
tt0059968,2.0,60.0,7.3,370.0
tt0059968,2.0,32.0,6.8,389.0
tt0059968,3.0,25.0,7.2,369.0
tt0059968,3.0,12.0,7.0,371.0
tt0059968,3.0,16.0,7.2,370.0
tt0059968,3.0,21.0,7.3,366.0
tt0059968,3.0,22.0,7.3,364.0
tt0059968,2.0,9.0,7.5,451.0
tt0059968,2.0,21.0,7.5,418.0
tt0059968,3.0,17.0,7.1,365.0
tt0059968,1.0,15.0,7.7,647.0
tt0059968,1.0,5.0,7.6,787.0
tt0059968,1.0,25.0,7.5,527.0
tt0059968,2.0,48.0,7.8,370.0
tt0059968,3.0,24.0,7.2,379.0
tt0059968,2.0,38.0,7.9,415.0
tt0059968,2.0,47.0,8.0,387.0
tt0059968,2.0,22.0,7.3,414.0
tt0059968,3.0,11.0,7.1,377.0
tt0059968,2.0,36.0,7.3,390.0
tt0059968,2.0,5.0,7.1,462.0
tt0059968,3.0,15.0,7.0,360.0
tt0059968,3.0,8.0,7.1,379.0
tt0059968,2.0,39.0,8.0,410.0
tt0059968,1.0,21.0,7.7,570.0
tt0059968,2.0,27.0,7.7,418.0
tt0059968,1.0,4.0,7.5,799.0
tt0059968,1.0,28.0,7.4,502.0
tt0059968,1.0,19.0,8.1,680.0
tt0059968,2.0,31.0,6.9,400.0
tt0059968,1.0,32.0,7.7,524.0
tt0059968,1.0,23.0,7.5,544.0
tt0059968,2.0,33.0,7.6,423.0
tt0059968,2.0,7.0,7.5,478.0
tt0059968,3.0,4.0,6.8,382.0
tt0059968,1.0,13.0,7.2,611.0
tt0059968,3.0,6.0,7.5,367.0
tt0059968,3.0,3.0,7.4,404.0
tt0059968,2.0,14.0,8.0,458.0
tt0059968,2.0,37.0,8.0,431.0
tt0059968,1.0,17.0,7.6,629.0
tt0059968,2.0,8.0,7.4,435.0
tt0059968,2.0,2.0,6.8,475.0
tt0059968,1.0,12.0,7.6,614.0
tt0059968,1.0,30.0,7.6,536.0
tt0059968,1.0,9.0,7.0,651.0
tt0103359,4.0,4.0,8.1,1816.0
tt0103359,1.0,35.0,9.2,3525.0
tt0103359,1.0,12.0,7.6,2760.0
tt0103359,2.0,8.0,7.5,1726.0
tt0103359,3.0,4.0,7.8,1922.0
tt0103359,3.0,1.0,8.1,1922.0
tt0103359,3.0,8.0,7.6,1673.0
tt0103359,1.0,11.0,7.5,3136.0
tt0103359,1.0,32.0,8.9,3311.0
tt0103359,1.0,52.0,7.7,1958.0
tt0103359,1.0,54.0,7.3,1839.0
tt0103359,1.0,33.0,7.2,2150.0
tt0103359,4.0,3.0,7.7,1676.0
tt0103359,1.0,38.0,7.9,3530.0
tt0103359,1.0,55.0,7.8,1982.0
tt0103359,3.0,10.0,8.2,1796.0
tt0103359,1.0,31.0,8.3,2483.0
tt0103359,1.0,16.0,7.3,2520.0
tt0103359,1.0,19.0,7.6,2548.0
tt0103359,1.0,4.0,8.3,3569.0
tt0103359,1.0,5.0,8.6,3566.0
tt0103359,1.0,60.0,7.0,1850.0
tt0103359,2.0,10.0,8.6,2003.0
tt0103359,1.0,47.0,8.6,2345.0
tt0103359,3.0,6.0,8.6,1963.0
tt0103359,1.0,3.0,9.0,4932.0
tt0103359,1.0,39.0,7.8,2162.0
tt0103359,1.0,40.0,7.9,2157.0
tt0103359,1.0,43.0,8.2,2085.0
tt0103359,2.0,6.0,8.3,1886.0
tt0103359,1.0,34.0,8.6,2463.0
tt0103359,1.0,20.0,6.5,2801.0
tt0103359,1.0,41.0,8.3,2382.0
tt0103359,1.0,6.0,7.6,3311.0
tt0103359,1.0,7.0,8.5,3573.0
tt0103359,3.0,9.0,7.5,1698.0
tt0103359,1.0,24.0,8.0,2649.0
tt0103359,3.0,7.0,7.5,1690.0
tt0103359,1.0,36.0,6.7,2071.0
tt0103359,2.0,3.0,8.1,2002.0
tt0103359,1.0,28.0,7.5,2277.0
tt0103359,1.0,10.0,8.0,3770.0
tt0103359,1.0,44.0,7.6,2009.0
tt0103359,1.0,2.0,7.6,4803.0
tt0103359,1.0,13.0,7.5,3154.0
tt0103359,2.0,5.0,7.5,1834.0
tt0103359,1.0,26.0,9.0,3136.0
tt0103359,1.0,9.0,7.9,3589.0
tt0103359,1.0,22.0,6.7,2456.0
tt0103359,1.0,59.0,8.4,2048.0
tt0103359,3.0,3.0,8.0,1811.0
tt0103359,1.0,51.0,8.7,2451.0
tt0103359,1.0,53.0,8.6,2322.0
tt0103359,3.0,2.0,8.5,2173.0
tt0103359,1.0,56.0,7.7,2215.0
tt0103359,2.0,1.0,8.3,2063.0
tt0103359,2.0,2.0,8.3,2021.0
tt0103359,4.0,2.0,7.5,1735.0
tt0103359,2.0,7.0,7.8,1796.0
tt0103359,1.0,37.0,7.3,2071.0
tt0103359,1.0,25.0,7.5,2403.0
tt0103359,1.0,1.0,7.7,4025.0
tt0103359,1.0,8.0,7.6,3215.0
tt0103359,1.0,14.0,7.6,2720.0
tt0103359,1.0,57.0,8.3,2043.0
tt0103359,1.0,58.0,8.3,2004.0
tt0103359,1.0,23.0,7.2,2847.0
tt0103359,1.0,42.0,8.2,2267.0
tt0103359,1.0,15.0,7.7,3304.0
tt0103359,1.0,46.0,8.5,2444.0
tt0103359,4.0,5.0,7.2,1601.0
tt0103359,1.0,49.0,8.8,2476.0
tt0103359,1.0,48.0,7.5,1943.0
tt0103359,1.0,29.0,8.2,2443.0
tt0103359,4.0,1.0,6.7,1681.0
tt0103359,1.0,27.0,6.7,2790.0
tt0103359,2.0,4.0,7.2,1783.0
tt0103359,3.0,5.0,7.4,1682.0
tt0103359,2.0,9.0,9.1,2485.0
tt0103359,1.0,17.0,9.1,4650.0
tt0103359,1.0,18.0,9.0,4399.0
tt0103359,1.0,30.0,7.0,2209.0
tt0103359,1.0,21.0,7.6,2496.0
tt0103359,1.0,45.0,7.7,2087.0
tt0103359,1.0,50.0,7.8,2044.0
tt0118266,2.0,4.0,6.7,838.0
tt0118266,2.0,10.0,7.8,953.0
tt0118266,2.0,8.0,7.5,863.0
tt0118266,1.0,3.0,7.4,1008.0
tt0118266,2.0,2.0,5.7,882.0
tt0118266,2.0,3.0,6.9,871.0
tt0118266,1.0,6.0,8.1,999.0
tt0118266,2.0,7.0,7.6,941.0
tt0118266,1.0,8.0,8.4,1082.0
tt0118266,1.0,1.0,7.6,1164.0
tt0118266,1.0,7.0,8.1,1071.0
tt0118266,2.0,9.0,8.6,1191.0
tt0118266,2.0,6.0,8.4,1145.0
tt0118266,1.0,13.0,6.8,888.0
tt0118266,2.0,11.0,9.4,1445.0
tt0118266,1.0,9.0,7.3,917.0
tt0118266,1.0,4.0,8.2,1084.0
tt0118266,2.0,5.0,8.8,1132.0
tt0118266,1.0,11.0,9.2,1372.0
tt0118266,1.0,2.0,7.8,1063.0
tt0118266,1.0,10.0,6.8,899.0
tt0118266,2.0,1.0,6.9,910.0
tt0118266,1.0,12.0,7.0,871.0
tt0118266,1.0,5.0,7.6,988.0
tt0407362,1.0,1.0,8.5,3674.0
tt0407362,1.0,4.0,7.7,2632.0
tt0407362,1.0,3.0,7.6,2721.0
tt0407362,2.0,14.0,6.4,2342.0
tt0407362,1.0,11.0,7.6,2290.0
tt0407362,2.0,18.0,8.4,2244.0
tt0407362,2.0,13.0,7.5,2055.0
tt0407362,2.0,8.0,7.7,2224.0
tt0407362,1.0,8.0,8.0,2444.0
tt0407362,2.0,9.0,8.2,2143.0
tt0407362,2.0,3.0,7.9,2150.0
tt0407362,2.0,6.0,8.0,2127.0
tt0407362,2.0,7.0,8.3,2182.0
tt0407362,1.0,12.0,8.3,2354.0
tt0407362,1.0,13.0,8.8,2532.0
tt0407362,2.0,19.0,8.1,2033.0
tt0407362,2.0,20.0,8.7,2312.0
tt0407362,1.0,6.0,7.6,2478.0
tt0407362,2.0,10.0,9.0,2692.0
tt0407362,2.0,4.0,8.0,2122.0
tt0407362,2.0,11.0,8.8,2364.0
tt0407362,2.0,12.0,8.9,2449.0
tt0407362,2.0,16.0,7.0,2100.0
tt0407362,2.0,15.0,7.4,2245.0
tt0407362,2.0,1.0,8.2,2252.0
tt0407362,1.0,7.0,7.7,2439.0
tt0407362,2.0,17.0,7.6,2048.0
tt0407362,2.0,5.0,7.7,2132.0
tt0407362,1.0,10.0,8.4,2446.0
tt0407362,1.0,9.0,7.5,2415.0
tt0407362,2.0,2.0,7.9,2211.0
tt0407362,1.0,2.0,7.7,2817.0
tt0407362,1.0,5.0,8.2,2703.0
tt0098749,10.0,6.0,6.5,123.0
tt0098749,5.0,3.0,7.1,187.0
tt0098749,2.0,20.0,6.6,248.0
tt0098749,10.0,4.0,6.3,123.0
tt0098749,1.0,15.0,7.2,327.0
tt0098749,7.0,3.0,6.5,147.0
tt0098749,3.0,27.0,7.5,219.0
tt0098749,4.0,23.0,6.7,192.0
tt0098749,3.0,11.0,6.9,231.0
tt0098749,7.0,22.0,6.3,136.0
tt0098749,5.0,26.0,6.9,174.0
tt0098749,3.0,7.0,6.9,224.0
tt0098749,2.0,18.0,7.6,266.0
tt0098749,4.0,28.0,6.9,185.0
tt0098749,4.0,21.0,7.3,195.0
tt0098749,9.0,25.0,6.6,120.0
tt0098749,8.0,26.0,6.8,129.0
tt0098749,7.0,28.0,6.2,131.0
tt0098749,6.0,22.0,6.6,154.0
tt0098749,8.0,1.0,6.5,132.0
tt0098749,8.0,2.0,6.9,130.0
tt0098749,5.0,22.0,7.2,169.0
tt0098749,2.0,4.0,6.9,278.0
tt0098749,4.0,10.0,7.2,201.0
tt0098749,10.0,23.0,6.4,114.0
tt0098749,6.0,15.0,6.8,151.0
tt0098749,1.0,19.0,6.8,332.0
tt0098749,2.0,9.0,6.4,326.0
tt0098749,8.0,25.0,6.5,124.0
tt0098749,1.0,11.0,7.4,340.0
tt0098749,2.0,22.0,6.6,241.0
tt0098749,10.0,8.0,6.6,129.0
tt0098749,3.0,19.0,7.4,217.0
tt0098749,2.0,1.0,7.1,299.0
tt0098749,9.0,15.0,6.0,112.0
tt0098749,6.0,21.0,7.5,161.0
tt0098749,4.0,26.0,6.8,193.0
tt0098749,9.0,18.0,6.1,119.0
tt0098749,9.0,5.0,6.9,133.0
tt0098749,6.0,12.0,6.8,152.0
tt0098749,9.0,2.0,6.6,124.0
tt0098749,6.0,2.0,6.9,150.0
tt0098749,2.0,7.0,7.4,294.0
tt0098749,2.0,23.0,6.5,221.0
tt0098749,3.0,6.0,7.0,237.0
tt0098749,4.0,22.0,7.3,200.0
tt0098749,8.0,10.0,6.8,128.0
tt0098749,5.0,15.0,6.9,175.0
tt0098749,2.0,17.0,6.9,250.0
tt0098749,8.0,13.0,6.2,134.0
tt0098749,8.0,5.0,6.5,131.0
tt0098749,6.0,24.0,6.6,161.0
tt0098749,3.0,29.0,7.2,215.0
tt0098749,3.0,30.0,7.6,250.0
tt0098749,9.0,6.0,6.8,126.0
tt0098749,6.0,13.0,6.9,157.0
tt0098749,8.0,19.0,6.7,117.0
tt0098749,4.0,16.0,6.9,191.0
tt0098749,4.0,24.0,6.8,193.0
tt0098749,8.0,20.0,6.8,123.0
tt0098749,3.0,21.0,7.5,212.0
tt0098749,8.0,11.0,6.8,130.0
tt0098749,9.0,3.0,6.6,127.0
tt0098749,3.0,12.0,7.3,227.0
tt0098749,7.0,4.0,6.7,145.0
tt0098749,4.0,27.0,7.1,194.0
tt0098749,10.0,17.0,6.2,116.0
tt0098749,9.0,24.0,6.8,125.0
tt0098749,9.0,4.0,6.3,124.0
tt0098749,5.0,25.0,6.7,152.0
tt0098749,2.0,12.0,6.7,270.0
tt0098749,3.0,23.0,6.9,202.0
tt0098749,6.0,9.0,7.2,159.0
tt0098749,1.0,14.0,6.2,339.0
tt0098749,10.0,18.0,6.5,114.0
tt0098749,4.0,13.0,6.8,201.0
tt0098749,10.0,20.0,6.1,118.0
tt0098749,1.0,3.0,6.7,416.0
tt0098749,2.0,21.0,6.8,240.0
tt0098749,6.0,4.0,7.0,158.0
tt0098749,7.0,17.0,6.6,139.0
tt0098749,6.0,17.0,6.6,164.0
tt0098749,1.0,16.0,6.9,327.0
tt0098749,10.0,9.0,6.1,119.0
tt0098749,7.0,7.0,6.7,140.0
tt0098749,10.0,15.0,6.3,117.0
tt0098749,2.0,19.0,6.6,264.0
tt0098749,6.0,26.0,6.5,158.0
tt0098749,6.0,20.0,7.0,150.0
tt0098749,8.0,3.0,6.4,146.0
tt0098749,6.0,14.0,6.1,163.0
tt0098749,9.0,20.0,6.3,117.0
tt0098749,8.0,12.0,6.4,129.0
tt0098749,8.0,9.0,6.4,134.0
tt0098749,7.0,13.0,6.8,125.0
tt0098749,5.0,28.0,6.9,167.0
tt0098749,7.0,31.0,6.7,125.0
tt0098749,7.0,32.0,7.2,132.0
tt0098749,4.0,4.0,6.7,197.0
tt0098749,6.0,8.0,7.1,168.0
tt0098749,2.0,13.0,7.3,296.0
tt0098749,5.0,11.0,6.2,184.0
tt0098749,5.0,18.0,7.7,203.0
tt0098749,4.0,18.0,6.9,186.0
tt0098749,7.0,25.0,6.6,136.0
tt0098749,5.0,30.0,7.7,197.0
tt0098749,7.0,2.0,6.3,136.0
tt0098749,1.0,6.0,7.2,351.0
tt0098749,3.0,9.0,6.7,213.0
tt0098749,1.0,22.0,7.4,315.0
tt0098749,6.0,1.0,7.0,169.0
tt0098749,3.0,10.0,6.5,224.0
tt0098749,5.0,6.0,6.8,183.0
tt0098749,7.0,6.0,6.9,135.0
tt0098749,9.0,11.0,6.1,117.0
tt0098749,7.0,27.0,6.5,124.0
tt0098749,9.0,21.0,6.3,120.0
tt0098749,10.0,19.0,6.5,125.0
tt0098749,9.0,8.0,6.9,124.0
tt0098749,10.0,25.0,6.5,113.0
tt0098749,9.0,14.0,6.1,115.0
tt0098749,10.0,14.0,6.4,114.0
tt0098749,7.0,11.0,6.6,137.0
tt0098749,8.0,16.0,6.7,131.0
tt0098749,5.0,14.0,7.2,181.0
tt0098749,5.0,9.0,7.4,176.0
tt0098749,1.0,10.0,7.6,388.0
tt0098749,1.0,18.0,7.2,317.0
tt0098749,3.0,16.0,6.1,259.0
tt0098749,7.0,14.0,6.4,129.0
tt0098749,7.0,12.0,7.2,142.0
tt0098749,8.0,22.0,7.3,128.0
tt0098749,10.0,7.0,6.4,118.0
tt0098749,2.0,11.0,6.8,290.0
tt0098749,6.0,23.0,6.8,157.0
tt0098749,10.0,2.0,6.5,118.0
tt0098749,5.0,4.0,7.0,179.0
tt0098749,5.0,19.0,7.1,173.0
tt0098749,9.0,22.0,5.8,126.0
tt0098749,7.0,9.0,6.7,140.0
tt0098749,7.0,10.0,6.6,131.0
tt0098749,5.0,23.0,7.5,180.0
tt0098749,10.0,24.0,6.0,118.0
tt0098749,6.0,5.0,7.0,162.0
tt0098749,8.0,23.0,6.5,143.0
tt0098749,9.0,10.0,6.3,118.0
tt0098749,2.0,25.0,7.2,252.0
tt0098749,2.0,27.0,7.3,239.0
tt0098749,3.0,18.0,6.8,213.0
tt0098749,3.0,1.0,7.0,237.0
tt0098749,7.0,29.0,6.7,131.0
tt0098749,4.0,7.0,6.8,193.0
tt0098749,4.0,31.0,7.5,220.0
tt0098749,6.0,3.0,6.9,149.0
tt0098749,2.0,16.0,7.2,281.0
tt0098749,7.0,19.0,6.8,127.0
tt0098749,6.0,19.0,6.9,155.0
tt0098749,2.0,10.0,6.6,266.0
tt0098749,10.0,12.0,6.1,109.0
tt0098749,10.0,27.0,7.3,190.0
tt0098749,6.0,11.0,6.6,152.0
tt0098749,1.0,12.0,6.6,321.0
